SalePrice, GrLivArea
333.6932642,208.2546047
333.6932642,208.2546047
326.392228,289.5110888
326.392228,289.5110888
365.4108808,296.7628117
365.4108808,296.7628117
361.8202073,344.7357474
361.8202073,344.7357474
276.3621762,375.6950257
276.3621762,375.6950257
315.1414508,354.032828
315.1414508,354.032828
295.3927461,411.8606691
295.3927461,411.8606691
336.2067358,391.4070918
336.2067358,391.4070918
300.1803109,448.4911665
300.1803109,448.4911665
256.3740933,467.9220649
256.3740933,467.9220649
198.8036269,462.157875
198.8036269,462.157875
